"id","REF MLH","REF. HESPERIA","YACIMIENTO","MUNICIPIO","MATERIAL","OBJETO","TIPO SOPORTE","signario paleohispánico?","TEXTO","APARATO CRÍTICO","LENGUA"
"128","C.02.08","GI.15.09","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","VOTIVO","LEVANTINO","1 neitiniunstir 
\
2 $anbaikabalika&
\
3 $ilbikon& 
\
4 $+ŕkelki& 
\
5 koen (vac) ekiaŕ$akerbikir& (vac) $ban& 
\
6 $auskeikaŕ&","$anbaikabalika&, anbaikaba$nika& MLH (altern.) $[---]ŕika& de Hoz $eikikulnika[---]r& Maluquer $ḿnkeitakerika& Moncunill-Velaza;
\
$ilbikon&, $- - - - - -& de Hoz $belbitin& Maluquer;
\
$+ŕkelki&, $aŕtinki& Maluquer;
\
$akerbikir&, $+kerbikibar& de Hoz $aŕbikiŕ& Maluquer;
\
$ban&, $++& de Hoz;
\
$auskeikaŕ&, $ausŕikaŕ& Maluquer;","IBERICO"
"129","C.02.09","GI.15.10","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","aki$tikem&   ","$tikem&, $tibam& MLH (altern.)","IBERICO"
"130","C.02.10","GI.15.26","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","%a)# otíkiŕtékeŕ 
\
\
%b)# $su&
\
"," $su&, $]tas& Moncunill-Velaza","IBERICO"
"131","C.02.11","GI.15.19","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$iltiŕbaś&","$iltiŕbaś&, $iltiŕkiś& Siles, Silgo, Faria","IBERICO"
"132","C.02.12","GI.15.12","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$bartoin&","$bartoin&, $kertoin& Siles","IBERICO"
"133","C.02.13","GI.15.22","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$kéltáio&","$kéltáio&, $kelboio& MLH;","IBERICO"
"134","C.02.14","GI.15.23","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","kóśi "," ","IBERICO"
"135","C.02.15","GI.15.25","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE",,"LEVANTINO","$otámi&[---]","$otámi&, $obomi& MLH;","IBERICO"
"136","C.02.16","GI.15.53","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE",,"LEVANTINO","$osatón&","$osatón&, $osató& MLH III","IBERICO"
"137","C.02.17","GI.15.18","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","biuŕbetin",,"IBERICO"
"138","C.02.18","GI.15.32","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE",,"LEVANTINO","$tátáŕba&  ","$tátáŕba&, $boboŕba& o $boboŕba[---]& MLH;","IBERICO"
"139","C.02.19","GI.15.31","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$táŕtólobaikétábam&","$táŕtólobaikétábam&, $boŕtoloikebobam& MLH $táŕtóloikétábam& Ferrer i Jané (2005) $táŕtíloikétábam& Silgo (2016)","IBERICO"
"140","C.02.20","GI.15.27","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","selkití[.]+",,"IBERICO"
"141","C.02.21","GI.15.33","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE",,"LEVANTINO","%a)# $tibaśbir&
\
\
%b)# $o& 
\
","$tibaśbir&, $tiaśbir& MLH (altern.) $tibeśbir& Moncunill-Velaza;
\
$o&, $te&? MLH (altern.)","IBERICO"
"142","C.02.22","GI.15.15","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","betéśkón$kili+&","$kili+&, $kilika& Ferrer","IBERICO"
"143","C.02.23","GI.15.16","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","bikíbelseśkó[---]",,"IBERICO"
"144","C.02.24","GI.15.21","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$kelbata&","$kelbata&, $balka& MLH (altern.);","IBERICO"
"145","C.02.25","GI.15.24","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","laisbe[---]",,"IBERICO"
"146","C.02.26","GI.15.52","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","laká+[---]",,"IBERICO"
"147","C.02.27","GI.15.28","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE",,"LEVANTINO","śa+[---]",,"IBERICO"
"148","C.02.28","GI.15.29","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE",,"LEVANTINO","%a)# tales
\
\
%b)# a[.]tó
\
\
%c)# ta
\
","  ","IBERICO"
"149","C.02.29","GI.15.20","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE",,"LEVANTINO","%a)# il+[---]
\
\
%b)# +i+[.]+
\
"," ","IBERICO"
"150","C.02.30","GI.15.34","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","[---]$l&e$táŕ&","$l&, $a& MLH;
\
$táŕ&, $boŕ& Siles, MLH;","IBERICO"
"151","C.02.31","GI.15.44","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE",,"LEVANTINO","[---]$+aoiśu&"," $+aoiśu&, $+aniśu& MLH (altern.);","IBERICO"
"152","C.02.32","GI.15.45","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","[---]+baŕka$biuŕ&$+i&[---]","$biuŕ&, auŕ& MLH (altern.);
\
$+i&, $ḿi& Moncunill","IBERICO"
"153","C.02.33","GI.15.35","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","[---]betéikón[---]",,"IBERICO"
"154","C.02.34","GI.15.36","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","[---]betin",,"IBERICO"
"155","C.02.35","GI.15.46","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","[---]+táŕui",,"IBERICO"
"156","C.02.36","GI.15.37","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","[---]$ḷauŕtá+&[---]","$ḷauŕtá+&, $lauŕbo+& Panosa $+auŕbo+& MLH $kiauŕbo& Silgo","IBERICO"
"157","C.02.37","GI.15.38","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","%a)# [---]lauŕ[---]
\
\
%b)#  u
\
"," ","IBERICO"
"158","C.02.38","GI.15.39","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","[---]$lurs&[---]","$lurs&, $lurba&  MLH (altern.) lurbe Moncunill-Velaza;","IBERICO"
"159","C.02.39","GI.15.41","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","%a)# [---]$ŕbabia&++[---]
\
\
%b)# ti"," $ŕbabia&, $ŕbabiau& Siles","IBERICO"
"160","C.02.40","GI.15.42","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","[---]$ŕtobeś&","$ŕtobeś&, $rtobaś& MLH;","IBERICO"
"161","C.02.41","GI.15.47","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","[---]+títor[---]",,"IBERICO"
"162","C.02.42","GI.15.43","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","[---]tui+[---]",,"IBERICO"
"163","C.02.43","GI.15.13","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$batá& "," $batá&, $babo& o $boba& MLH;","IBERICO"
"164","C.02.44","GI.15.17","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","biu",,"IBERICO"
"165","C.02.45","GI.15.30","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","%a)# tál[---]
\
\
%b)# ta"," ","IBERICO"
"166","C.02.46","GI.15.14","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","bes",,"IBERICO"
"167","C.02.48","GI.15.48","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","[---]+toi+[---]",,"IBERICO"
"168","C.02.49","GI.15.49","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","[---]++ti[---]",,"IBERICO"
"169","C.02.50","GI.15.51","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","%a)# $ko&
\
\
%b)# $i&","$ko&, $bobai& MLH (altern., lectura conjunta);
\
$i&, $bobai& MLH (altern., lectura conjunta);","IBERICO"
"170","C.02.51","GI.15.54","El Puig de Sant Andreu","Girona","CERAMICA","Ánfora","COMERCIAL","PÚNICO","oeba",,"PÚNICO"
"171","C.02.52","GI.15.55","El Puig de Sant Andreu","Girona","CERAMICA","Ánfora","COMERCIAL","PÚNICO","[---]$kus& ","$kus&, $kun& MLH (altern.);","PÚNICO"
"172","C.02.53","GI.15.11","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","an$kitir&eśko+[---]","$kitir&, $kitiŕ& MLH;","IBERICO"
"173","C.02.54","GI.15.40","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","[---]o$beś&    ","$beś&, $baś& MLH (altern.);","IBERICO"
"174","C.02.55","GI.15.50","El Puig de Sant Andreu","Girona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","%a)# $ba&
\
\
%b)# $ka&","$ba&, $baka& MLH (lectura conjunta);
\
$ka&, $baka& MLH (lectura conjunta);","IBERICO"
"175","C.03.01","GI.08.02","El Mas Castellar","Girona","CERAMICA","Óstracon",,"LEVANTINO","$[.]+lkitíbaś& 
\
lauŕsu:$túrin& 
\
aluŕtíleis 
\
$bilo&tíkeŕei","$[.]+lkitibaś&, $selkitibaś& Panosa; $túrin&, $tu+in& MLH; $bilo&, $alo& MLH","IBERICO"
"176","C.03.02","GI.08.04","El Mas Castellar","Girona","CERAMICA","RECIPIENTE",,"LEVANTINO","$ḿlbeier&","$ḿlbeier&, $ulbeier& E $balbeier& MLH;","IBERICO"
"177","C.04.01","GI.20.01","El Castell de la Fosca","Girona","PLOMO","LAMINA/PLANCHA",,"LEVANTINO","$]biŕ&:bilostáneśbatír:ibeitíkebatír:bilosbaśkáté©
\
]n:auŕbimbatír:sortíkebatír:©ŕbatíbi:talskókáté
\
]bilosbimbatír:lakúaŕkisbatír:©ŕbatíbi:bele:śtáŕkáté
\
]©ŕbatíbi:abaŕkísbatír:atintáneśbatírs:tánkókáté
\
]śkábaibatíbi:akirtíbaśbatír:beleśbe:tibatír:kábaikáté
\
]iriká:kólbiŕ[               ]:be[      ]:bakóntékeŕ 
\
 ]©ŕbatí[                      ]beitikebatír:$tí+[&","1. $]biŕ&, $]biŕ& Panosa; 7. $ti+[&, $tí+[& Panosa.","IBERICO"
"178","C.04.02","GI.20.02","El Castell de la Fosca","Girona","CERAMICA","INSTRUMENTO",,"LEVANTINO","%a# tikirsbalauŕ:arḿi:banḿi:
\
\
%b# aloŕbeŕiborareukeŕḿi
\
"," ","IBERICO"
"179","C.05.01","B.49.01","Montpalau","Barcelona","CERAMICA","RECIPIENTE",,"LEVANTINO","balkesbaiser",,"IBERICO"
"180","C.06.01","B.47.01","La Torre dels Encantats","Barcelona","PLOMO","Pondus o tésera","INDET.","LEVANTINO","%a)# $a++++tirtal+ar&
\
\
%b)# $ol (vac) II&
\
"," 
\
$a++++tirtal+ar&, ($[---]&)$a+atatir+nm+lka&($[---]&) Almagro-Gorbea $[---]a+atatir+m+lka[---]& Garcés;
\
\
$&#039;ol&#039; (vac) II&, $tuta& Almagro-Gorbea, Garcés;","IBERICO"
"181","C.06.02","B.47.","La Torre dels Encantats","Barcelona","PLOMO","Barra",,,"%a)# taban
\
\
%b)# ka
\
"," ",
"182","C.06.03","B.47.02","La Torre dels Encantats","Barcelona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","ar",,"IBERICO"
"183","C.06.04","B.47.07","La Torre dels Encantats","Barcelona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","[---]katin",,"IBERICO"
"184","C.06.05","B.47.04","La Torre dels Encantats","Barcelona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","[---]ne[---]",,"IBERICO"
"185","C.06.06","B.47.03","La Torre dels Encantats","Barcelona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","[---]ken",,"IBERICO"
"186","C.06.07","B.47.09","La Torre dels Encantats","Barcelona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","[---]+ś",,"IBERICO"
"187","C.06.08","B.47.08","La Torre dels Encantats","Barcelona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","[---]+i",,"IBERICO"
"188","C.06.09","B.47.11","La Torre dels Encantats","Barcelona","CERAMICA","Ánfora","INDET.","LEVANTINO","[---]+ka[---]",,"IBERICO"
"189","C.06.10","B.47.05","La Torre dels Encantats","Barcelona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$sba&     
\
  "," $sba&, $kiba&, $baki&, $bas& MLH (altern.) ;","IBERICO"
"190","C.06.11","B.47.06","La Torre dels Encantats","Barcelona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","[---]a (vac) ta[---]",,"IBERICO"
"191","C.07.01","B.44.02","Ilduro I (Burriac)","Barcelona","CERAMICA","RECIPIENTE","FIRMA ARTES.","LEVANTINO","[---]$+arnai&:akiekiarn[---]","$+arnai&, $śarnai& MLH;","IBERICO"
"192","C.07.02","B.44.25","Can Rodon de l&#039;Hort","Barcelona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","sosian",,"IBERICO"
"193","C.07.03","B.44.10","Ilduro I (Burriac)","Barcelona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","lakeŕ",,"IBERICO"
"194","C.07.04","B.44.11","Ilduro I (Burriac)","Barcelona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$seŕtun&","$seŕtun&, $ki+ŕtun& MLH","IBERICO"
"195","C.07.05","B.44.05","Ilduro I (Burriac)","Barcelona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","biu[---]",,"IBERICO"
"196","C.07.06","B.44.06","Ilduro I (Burriac)","Barcelona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","kai",,"IBERICO"
"197","C.07.07","B.44.14","Ilduro I (Burriac)","Barcelona","CERAMICA","Dolium","INDET.","LEVANTINO","[---?]$+is++kaeś+&[---?]","$+is++kaeś+&, $lise+kaeśe& MLH;","IBERICO"
"198","C.07.08","B.44.21","Can Miralles-Can Modolell","Barcelona","CERAMICA","PESA DE TELAR",,"LEVANTINO","%a)#  ta
\
%b)#  ti
\
%c)#  +
\
%d)#  ta",,"IBERICO"
"199","C.08.01","B.41.01","Can Peixau","Barcelona","PIEDRA","Estela","FUNERARIO","LEVANTINO","$akanos&","$akanos&, $tikaio+& MLH;","IBERICO"
"200","C.08.02","B.40.04","El Puig Castellar (SCG)","Barcelona","PIEDRA","PESA DE TELAR",,"LEVANTINO","ustainabaŕarban",,"IBERICO"
"201","C.09.01","B.37.02","Barcino","Barcelona","PIEDRA","Estela",,"LEVANTINO","nḿkei ltiŕarḿi",,"IBERICO"
"202","C.10.01","B.21.01","La Granja Soldevila","Barcelona","PIEDRA","Estela",,"LEVANTINO"," $-]śtaneśe[-&    $-]intaneś[-&       ebanen : au   ŕuninkika   oŕtinse   ikika : siba   $itin : &","1. $-]śtaneśe[-&, $-]śtaneśe& MLH (altern.); 2. $-]intaneś[-& , $-]intaneś& MLH (altern.); 7. $itin.&, $ntin.& MLH (altern.)","IBERICO"
"203","C.11.01","B.17.03","Can Fatjó","Barcelona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","ikeatin",,"IBERICO"
"204","C.11.02","B.17.06","Can Fatjó","Barcelona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","$lakene&    ","$lakene&, $(a) laken   (b)  e& MLH (altern.)","IBERICO"
"205","C.11.03","B.17.01","Can Fatjó","Barcelona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","balke",,"IBERICO"
"206","C.11.04","B.17.02","Can Fatjó","Barcelona","CERAMICA","RECIPIENTE",,"LEVANTINO","eba",,"IBERICO"
"207","C.11.05","B.17.04","Can Fatjó","Barcelona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","kai",,"IBERICO"
"208","C.11.06","B.17.07","Can Fatjó","Barcelona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$+ban&   ","$+ban&, $ban& MLH (altern.)","IBERICO"
"209","C.11.07","B.17.12","Can Fatjó","Barcelona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","[---]++oke",,"IBERICO"
"210","C.11.08","B.17.08","Can Fatjó","Barcelona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$[---]baki&    ","$[---]baki&, $kiba[---]& MLH (altern.)","IBERICO"
"211","C.11.09","B.17.10","Can Fatjó","Barcelona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$[---]la&  ","$[---]la&, $[---]kia& MLH (altern.)","IBERICO"
"212","C.11.10","B.17.05","Can Fatjó","Barcelona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$ki[---]& ","$ki[---]&, $[---]ki& MLH (altern.)","IBERICO"
"213","C.11.11","B.17.09","Can Fatjó","Barcelona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","[---]kebaketakebaŕḿi",,"IBERICO"
"214","C.11.12","B.17.13","Can Fatjó","Barcelona","PIEDRA",,,"LEVANTINO","%Según dibujo de Maluquer:#
\
[---]osti+++e:bilostíkenar
\
\
%Según dibujo de Almagro:#
\
laketi++++abastíken+r
\
\
","  ","IBERICO"
"215","C.12.01","B.20.03","El Turó de Ca n&#039;Oliver","Barcelona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","aŕkiś$aba+&[---]","$aba+&, $abaŕ& Moncunill (altern.) $abam& MLH","IBERICO"
"216","C.13.01","B.24.01","Puiggraciós","Barcelona","CERAMICA","RECIPIENTE",,"LEVANTINO","ol",,"IBERICO"
"217","C.14.01","B.15.01","Les Soleies","Barcelona","CERAMICA","RECIPIENTE",,"LEVANTINO","eukin",,"IBERICO"
"218","C.14.02","B.15.03","La Cova Freda","Barcelona","CERAMICA","RECIPIENTE",,"LEVANTINO","tika",,"IBERICO"
"219","C.15.01","B.34.01","Begues","Barcelona","CERAMICA","RECIPIENTE",,"LEVANTINO","taneike+eś[---]",,"IBERICO"
"220","C.16.01","B.35.02","El Puig Castellar (SVH)","Barcelona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","kaa+[---]",,"IBERICO"
"221","C.16.02","B.35.01","El Puig Castellar (SVH)","Barcelona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","eba",,"IBERICO"
"223","C.18.01","T.11.01","Tarraco","Tarragona","PIEDRA","PARIETAL/RUPESTRE","INDET.","LEVANTINO","koṭị
\
ḅạiŕ",,"IBERICO"
"224","C.18.02","T.11.02","Tarraco","Tarragona","PIEDRA","PARIETAL/RUPESTRE","INDET.","LEVANTINO","[---?]ṭọsoẹ$+ŕki&+ṭẹịar","$+ŕki&, $ḅạŕki& MLH (altern.) $ạŕki& Silgo (1994, 134) ;","IBERICO"
"225","C.18.03","T.11.03","Tarraco","Tarragona","PIEDRA","PARIETAL/RUPESTRE","INDET.","LEVANTINO","$kaŕạiṇ&","
\
$kaŕạiṇ&, [---]$kaŕain&[---] Silgo ;","IBERICO"
"226","C.18.04","T.11.04","Tarraco","Tarragona","PIEDRA","PARIETAL/RUPESTRE","INDET.","LEVANTINO","$aṛka&ṭịbaṣ́$ḅị+ṛṭị[---]&","$aṛka&, $aṛ́ka&- MLH (altern.), Rodríguez Ramos ; $ḅị+ṛṭị[---]&, $bi&[$ki&]$rti&[$baś& in comm. MLH $bi&[$u&]$r&- Panosa (2009) (2015) $bibarti&[---] Silgo (1994, 80)  ;","IBERICO"
"227","C.18.05","T.11.05","Tarraco","Tarragona","PIEDRA","PLACA","FUNERARIO","LEVANTINO","aŕe · take 
\
atinbelauŕ · $antalskar&
\
FVLVIA · LINTEARIA"," 
\
$antalskar&, $anitalskar& Anónimo (apud Almagro-Gorbea 2003, n.º 64A) $ntalskar& Zóbel (apud Almagro-Gorbea 2003, n.º 64G) $antalskor& Gómez-Moreno $antalslr& Bähr $antalstar& Caro Baroja, Palomar ;","IBERICO"
"228","C.18.06","T.11.06","Tarraco","Tarragona","PIEDRA","PLACA","FUNERARIO","LEVANTINO","------?
\
HEIC · EST · SIT[VS, -A ---]
\
aŕe · $+ki& · $ar++[---]&
\
sakaŕ$il+[---]&","$+ki&, +$ki& Bähr, Díaz Ariño, Simón Cornago [$ta&]$ki& Almagro-Gorbea $teki& cett. ;
\
$ar++[---]&, $ar&[$nai& Gómez-Moreno $atu&[---] Tovar (1951, 288) $ar&[---] Untermann (1984) (1999) (2005), Mayer - Velaza, Rodríguez Ramos, Almagro-Gorbea $ar&++[---] MLH, Díaz Ariño, Simón Cornago, Moncunill - Velaza $arbiś&[$kar& fort. Untermann (1984, 113), MLH $ar&+[---?] Panosa (2015) $arḳạ&[---] Estarán om. Bähr ;
\
$il+[---]&, $iś&[$keŕ& Gómez-Moreno, Tovar (altern.) $ilo& Bähr $iltu& Beltrán Villagrasa $ilo&[---] Tovar (1951, 316) $il&[---] Untermann (1984), Mayer - Velaza, Rodríguez Ramos, Almagro-Gorbea $il&[$tiŕ& Untermann (1984, 113) (2005) $il&+[---] MLH, Díaz Ariño, Simón Cornago, Estarán, Moncunill - Velaza $ilti&[$r& o $iltu&[$n& in comm. MLH $il&[$tur& Untermann (1999) $il&++ Panosa (2015) ;
\
","IBERICO"
"229","C.18.07SUSPECTA","T.11.07SUSPECTA","Tarraco","Tarragona","PIEDRA","Árula","INDET.","LEVANTINO","%A)#
\
$toŕs&
\
$++&
\
$bita&
\
\
%B)#
\
$+e&
\
$be+&","$toŕs&, $bankus& Tovar (1951, 294), MLH $tikus& Montón $toŕs& o $tokus& Simón $tors& Panosa (2015) ;
\
$++&, $o& Tovar (1951, 314) $o&+ MLH [---]$o&+[---] Silgo (1994, 213) ++ Simón, Panosa (2015) $in& Rodríguez (2014, 215), in comm. Panosa (2015) om. Montón ;
\
$bita&, $bita& Tovar (1951, 287), MLH, Simón, Panosa (2015) $ata& Tovar (altern.), MLH (altern.), Montón ;
\
$+e&, +$e& MLH, Simón, Panosa (2015) $a&+ Montón om. Tovar ;
\
$be+&, $bes& Tovar (1951, 296), MLH, Panosa (2015) $ba&+ Montón $be&+ Simón $beko& Panosa (2015, altern.) ;","IBERICO"
"230","C.18.08FALSA","T.11.17FALSA","Tarraco","Tarragona","PIEDRA","PLACA","Falso","LEVANTINO","$ENToBeLI&","$ENToBeLI&, $enubili& Gómez-Moreno, Tovar, MLH $enuali& Tovar (altern.)",
"231","C.18.09SUSPECTA","T.11.08SUSPECTA","Tarraco","Tarragona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","letaonḿi",,"IBERICO"
"232","C.18.10","T.11.09","Tarraco","Tarragona","PIEDRA","ESTRUC. ARQUIT.","PUBLICO","LEVANTINO","$[---]NEI&
\
$[---]ban&
\
[------]","$[---]NEI&, ΝΕΓ Beltrán Villagrasa NE+ Batlle Huguet [APOLI]NEI Alföldy ;
\
$[---]ban&, ΙΝ Beltrán Villagrasa IM Batlle Huguet ;","IBERICO"
"233","C.19.01","B.31.01","Cal Rubió","Barcelona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","baŕ",,"IBERICO"
"234","C.19.02","B.31.02","Cal Rubió","Barcelona","CERAMICA","Ánfora",,"LEVANTINO","aŕkeboŕ",,"IBERICO"
"235","C.19.03","B.30.01","El Mas Llivi","Barcelona","CERAMICA","RECIPIENTE",,"LEVANTINO","artokoto[---]",,"IBERICO"
"236","C.20.01","T.09.01","La Cova C del Cingle Blanc","Tarragona","CERAMICA","Ánfora","INDET.","LEVANTINO","%A)# $taḷtiụ&
\
\
%B)# ta","$taḷtiụ&, $taḅạḷtiụ& MLH (altern.) $taltiẹ& Silgo $taṣ́tiụ&- Panosa (2015, altern.) ;","IBERICO"
"237","C.21.01","T.07.05","El Castellet de Banyoles","Tarragona","PLATA","RECIPIENTE","INDET.","LEVANTINO",":$táutín&tíbaś:sani:kiŕśto:uŕké$tíkeś&:","$táutín&, $boutin& Gómez-Moreno, MLH, Maluquer $táutín& Ferrer i Jané, Panosa (2015) ;
\
$tíkeś&, $tikeś& Gómez-Moreno, MLH, Maluquer $tibaś& MLH (altern.), Panosa (2015, altern.) $tíkeś& Ferrer i Jané, Panosa (2015) ;","IBERICO"
"238","C.21.02","T.07.06","El Castellet de Banyoles","Tarragona","PLATA","RECIPIENTE","INDET.","LEVANTINO","bateiŕebaikárśokínbaikár :",,"IBERICO"
"239","C.21.03","T.07.07","El Castellet de Banyoles","Tarragona","PLATA","RECIPIENTE","INDET.","LEVANTINO","$[---]u[.]i[.]tibaśte+&[---]","
\
$[---]u[.]i[.]tibaśte+&, $ui&+$tibaśte& Siles ;","IBERICO"
"240","C.21.04","T.07.08","El Castellet de Banyoles","Tarragona","PLATA","RECIPIENTE","INDET.","LEVANTINO","banban",,"IBERICO"
"241","C.21.05","T.07.09","El Castellet de Banyoles","Tarragona","PLATA","RECIPIENTE","INDET.","LEVANTINO","$ḿn&","$ḿn&, $ḿị& o $ḿṇ& MLH $ḿi& Moncunill - Velaza","IBERICO"
"242","C.22.01","B.22.01","Can Vedell","Barcelona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","[---]$tuituiskeŕar&[---]","$tuituiskeŕar& , $aitu-& Panosa, MLH (altern.) $ituiskekuar& Hernández Yllán $-isker-& Panosa","IBERICO"
"243","C.22.02","B.22.02","Can Vedell","Barcelona","CERAMICA","Óstracon","Contable","LEVANTINO","$oŕkeirur& 
\
$oŕkeibaŕban&","$oŕkeirur&, $oŕkeiru+[& MLH;
\
$oŕkeibaŕban&, $oŕkeibarbau[& MLH
\
 
\
","IBERICO"
"244","C.23.01","B.25.01","El Turó de Can Pertegaç","Barcelona","CERAMICA","RECIPIENTE",,"LEVANTINO","$in&","$in&, $ine& E, MLH $inti& Rodríguez Ramos (2002, 2002-2003);","IBERICO"
"245","C.24.01","B.27.01","Can Malla de Palou","Barcelona","CERAMICA","RECIPIENTE",,"LEVANTINO","%a)# ui 
\
\
%b)# bel
\
"," ","IBERICO"
"246","C.25.01","B.29.01","Can Rossell","Barcelona","CERAMICA","RECIPIENTE","INDET.","LEVANTINO","$ao+&  ","$ao+&, $+or& MLH (altern.) $aobas& Panosa","IBERICO"
"247","C.25.02","B.29.02","Can Rossell","Barcelona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","tas",,"IBERICO"
"248","C.25.03","B.29.03","El Turó del Vent","Barcelona","CERAMICA","RECIPIENTE","PROPIEDAD","LEVANTINO","baŕkákeŕ",,"IBERICO"
